Product ID,Product Name,Product Type,Net Quantity,Gross Sales,Discounts,Returns,Total Net Sales,Sales Date,Region,Sales Channel,Customer ID,Customer Segment,Salesperson ID,Discount Type,Return Reason,Order ID,Payment Method,,Months
1853,Product_1853,Basket,36,3198.83,370.72,402.66,2425.45,8/5/2024,North,Online,CUST_2439,High-value,SP_2751,Fixed Amount,Not as Described,ORD_67740,Cash,,August
1890,Product_1890,Art & Sculpture,14,4984.48,324.98,344.64,4314.86,8/5/2024,West,Online,CUST_6158,Frequent,SP_3189,Fixed Amount,Not as Described,ORD_94984,Credit Card,,August
1906,Product_1906,Basket,6,1885.75,118.67,441.23,1325.85,8/5/2024,North,In-store,CUST_7679,Frequent,SP_2951,Fixed Amount,-,ORD_73660,Credit Card,,August
1931,Product_1931,Christmas,47,2113.47,216.92,247.49,1649.0599999999997,8/5/2024,East,In-store,CUST_3061,High-value,SP_9948,Fixed Amount,-,ORD_97108,Online Payment,,August
1971,Product_1971,Art & Sculpture,38,3474.94,290.19,125.77,3058.98,8/5/2024,North,Online,CUST_8439,New,SP_1426,Percentage,Defective,ORD_89449,Credit Card,,August
2061,Product_2061,Art & Sculpture,41,2728.6,65.48,253.41,2409.71,8/5/2024,North,In-store,CUST_9447,Frequent,SP_1933,Fixed Amount,Change of Mind,ORD_77784,Online Payment,,August
2066,Product_2066,Christmas,32,3443.83,147.54,430.37,2865.92,8/5/2024,North,Online,CUST_3637,New,SP_7274,Percentage,Defective,ORD_96454,Online Payment,,August
2091,Product_2091,Art & Sculpture,40,3389.86,340.88,202.53,2846.45,8/5/2024,North,Online,CUST_5300,New,SP_5869,Fixed Amount,-,ORD_52466,Credit Card,,August
2153,Product_2153,Basket,11,3426.78,359.31,223.51,2843.96,8/5/2024,North,Online,CUST_4777,Frequent,SP_4532,Fixed Amount,Change of Mind,ORD_68048,Cash,,August
2155,Product_2155,Christmas,22,4029.81,370.02,408.34,3251.45,8/5/2024,South,Online,CUST_8360,New,SP_4310,Percentage,Defective,ORD_85647,Credit Card,,August
2224,Product_2224,Art & Sculpture,44,4176.29,316.2,468.67,3391.42,8/5/2024,North,In-store,CUST_3503,New,SP_5202,Percentage,Not as Described,ORD_49878,Cash,,August
2252,Product_2252,Home Decor,22,4065.16,238.19,70.93,3756.04,8/5/2024,North,Online,CUST_7809,Frequent,SP_3703,Fixed Amount,Defective,ORD_87222,Cash,,August
2306,Product_2306,Basket,17,2542.12,285.43,484.18,1772.51,8/5/2024,East,Online,CUST_7060,High-value,SP_7694,Fixed Amount,Defective,ORD_50602,Credit Card,,August
2330,Product_2330,Basket,27,3834.65,369.55,474.3,2990.7999999999997,8/5/2024,South,In-store,CUST_7475,New,SP_6779,Percentage,Change of Mind,ORD_34974,Credit Card,,August
2342,Product_2342,Art & Sculpture,47,1075.14,210.32,50.3,814.5200000000002,8/5/2024,East,In-store,CUST_7408,New,SP_7877,Fixed Amount,Change of Mind,ORD_51307,Credit Card,,August
2451,Product_2451,Home Decor,45,2873.97,406.99,276.62,2190.3599999999997,8/5/2024,South,In-store,CUST_5679,New,SP_7707,Percentage,Not as Described,ORD_59188,Cash,,August
2462,Product_2462,Christmas,19,4782.56,0.05,398.19,4384.320000000001,8/5/2024,North,In-store,CUST_3114,New,SP_7439,Fixed Amount,Not as Described,ORD_64994,Cash,,August
2479,Product_2479,Home Decor,26,1730.71,284.06,286.07,1160.5800000000002,8/5/2024,West,Online,CUST_4923,Frequent,SP_3801,Fixed Amount,-,ORD_66778,Online Payment,,August
2519,Product_2519,Home Decor,23,2966.02,141.17,409.8,2415.0499999999997,8/5/2024,North,Online,CUST_6094,New,SP_7214,Fixed Amount,Defective,ORD_64690,Cash,,August
2548,Product_2548,Art & Sculpture,35,3971.77,184.81,79.76,3707.2,8/5/2024,South,Online,CUST_7072,Frequent,SP_2594,Percentage,Defective,ORD_50727,Cash,,August
2557,Product_2557,Christmas,40,2771.31,59.54,203.86,2507.91,8/5/2024,West,In-store,CUST_3063,High-value,SP_6572,Percentage,Not as Described,ORD_78107,Cash,,August
2617,Product_2617,Basket,37,2363.97,93.4,135.37,2135.2,8/5/2024,East,In-store,CUST_8727,Frequent,SP_7091,Percentage,Defective,ORD_94893,Credit Card,,August
2622,Product_2622,Christmas,42,4992.85,297.12,341.18,4354.55,8/5/2024,South,Online,CUST_1133,Frequent,SP_8052,Percentage,Change of Mind,ORD_31772,Online Payment,,August
2640,Product_2640,Christmas,21,2877.79,405.66,37.37,2434.76,8/5/2024,East,In-store,CUST_6697,High-value,SP_4731,Fixed Amount,Change of Mind,ORD_42510,Credit Card,,August
2707,Product_2707,Christmas,42,3507,323.78,497.77,2685.4500000000003,8/5/2024,West,Online,CUST_4674,High-value,SP_3017,Fixed Amount,Change of Mind,ORD_17308,Credit Card,,August
2709,Product_2709,Art & Sculpture,36,2367.69,233.29,434.18,1700.22,8/5/2024,West,Online,CUST_1211,New,SP_9615,Percentage,-,ORD_70335,Cash,,August
2732,Product_2732,Basket,48,4111.59,322.85,292.41,3496.3300000000004,8/5/2024,North,In-store,CUST_9651,New,SP_4275,Percentage,Change of Mind,ORD_45463,Credit Card,,August
2772,Product_2772,Home Decor,35,2150.89,374.44,404.88,1371.5699999999997,8/5/2024,North,Online,CUST_7194,High-value,SP_8852,Percentage,Defective,ORD_18565,Credit Card,,August
2825,Product_2825,Home Decor,41,2562.52,244.47,329.88,1988.17,8/5/2024,West,Online,CUST_6574,High-value,SP_2542,Fixed Amount,Defective,ORD_60869,Cash,,August
2827,Product_2827,Basket,40,3725.26,433.94,367.76,2923.5600000000004,8/5/2024,West,Online,CUST_1548,Frequent,SP_1599,Percentage,Defective,ORD_97226,Cash,,August
2861,Product_2861,Basket,24,2036.9,9.37,65.53,1962.0000000000002,8/5/2024,South,In-store,CUST_6393,New,SP_3907,Percentage,Change of Mind,ORD_88047,Online Payment,,August
2890,Product_2890,Christmas,21,2053.82,15.91,421.76,1616.15,8/5/2024,South,In-store,CUST_3520,New,SP_1854,Percentage,Not as Described,ORD_11972,Online Payment,,August
2892,Product_2892,Christmas,38,1006.86,16.26,345.53,645.07,8/5/2024,West,Online,CUST_1584,Frequent,SP_3855,Fixed Amount,Not as Described,ORD_64142,Credit Card,,August
2940,Product_2940,Basket,35,3508.95,365.73,415.27,2727.95,8/5/2024,North,In-store,CUST_3722,New,SP_8381,Percentage,-,ORD_61980,Online Payment,,August
2942,Product_2942,Home Decor,9,4750.26,30.37,24.68,4695.21,8/5/2024,South,Online,CUST_1197,New,SP_7734,Fixed Amount,-,ORD_81039,Cash,,August
2951,Product_2951,Art & Sculpture,35,4542.36,195.46,262.4,4084.4999999999995,8/5/2024,West,Online,CUST_6647,Frequent,SP_6309,Fixed Amount,Defective,ORD_38923,Cash,,August
2953,Product_2953,Basket,48,3730.98,392.94,123.02,3215.02,8/5/2024,North,In-store,CUST_5969,High-value,SP_8293,Fixed Amount,Defective,ORD_53550,Online Payment,,August
2954,Product_2954,Art & Sculpture,16,1613.67,135.24,281.29,1197.14,8/5/2024,North,In-store,CUST_1942,New,SP_9358,Percentage,Not as Described,ORD_14005,Cash,,August
2960,Product_2960,Home Decor,12,3828.39,394.17,403.24,3030.9799999999996,8/5/2024,South,Online,CUST_6966,Frequent,SP_1856,Fixed Amount,Change of Mind,ORD_70655,Online Payment,,August
3014,Product_3014,Basket,29,3708.79,354.65,72.44,3281.7,8/5/2024,South,Online,CUST_1703,High-value,SP_6974,Fixed Amount,Defective,ORD_15938,Cash,,August
3046,Product_3046,Home Decor,27,4304.64,218.7,484.71,3601.2300000000005,8/5/2024,South,In-store,CUST_9216,High-value,SP_2190,Fixed Amount,-,ORD_73510,Online Payment,,August
3123,Product_3123,Basket,27,1380.54,315.84,169.78,894.9200000000001,8/5/2024,North,In-store,CUST_1558,New,SP_8897,Fixed Amount,Defective,ORD_63059,Cash,,August
3149,Product_3149,Home Decor,14,2707.14,31.94,404.95,2270.25,8/5/2024,West,In-store,CUST_5432,Frequent,SP_6716,Fixed Amount,Change of Mind,ORD_69663,Cash,,August
3202,Product_3202,Home Decor,45,1286.79,380.46,275.31,631.02,8/5/2024,North,Online,CUST_8141,High-value,SP_9788,Percentage,-,ORD_20562,Online Payment,,August
3209,Product_3209,Christmas,44,3207.16,321.85,310.93,2574.38,8/5/2024,East,Online,CUST_7200,High-value,SP_4780,Fixed Amount,Defective,ORD_91418,Online Payment,,August
3228,Product_3228,Art & Sculpture,24,2405.6,362.99,469.42,1573.1899999999998,8/5/2024,East,Online,CUST_1030,New,SP_6015,Fixed Amount,Not as Described,ORD_70901,Credit Card,,August
3306,Product_3306,Home Decor,43,1751.56,361.19,421.45,968.9199999999998,8/5/2024,South,Online,CUST_9144,Frequent,SP_7259,Percentage,-,ORD_35473,Cash,,August
3322,Product_3322,Christmas,39,4392.48,121,320.28,3951.2,8/5/2024,West,Online,CUST_7656,New,SP_3004,Percentage,Change of Mind,ORD_50560,Cash,,August
3330,Product_3330,Art & Sculpture,18,4098.53,287.1,144.97,3666.46,8/5/2024,North,In-store,CUST_7955,New,SP_5155,Fixed Amount,Change of Mind,ORD_47648,Credit Card,,August
3359,Product_3359,Christmas,21,4052.01,334.22,223.92,3493.87,8/5/2024,North,In-store,CUST_6563,Frequent,SP_9239,Percentage,Not as Described,ORD_42989,Online Payment,,August
3372,Product_3372,Art & Sculpture,10,2961.97,303.2,144.9,2513.87,8/5/2024,West,Online,CUST_7463,New,SP_7493,Fixed Amount,Change of Mind,ORD_62079,Online Payment,,August
3389,Product_3389,Art & Sculpture,10,3705.07,435.55,461.9,2807.62,8/5/2024,South,Online,CUST_5898,High-value,SP_1997,Percentage,Not as Described,ORD_88233,Online Payment,,August
3419,Product_3419,Christmas,24,3971.58,235.1,359.46,3377.02,8/5/2024,North,Online,CUST_1675,Frequent,SP_4765,Fixed Amount,Not as Described,ORD_56771,Online Payment,,August
3425,Product_3425,Home Decor,29,1884.25,89.03,71.33,1723.89,8/5/2024,East,In-store,CUST_4429,Frequent,SP_4179,Percentage,Not as Described,ORD_21738,Online Payment,,August
3440,Product_3440,Home Decor,27,3598.16,293.32,385.6,2919.24,8/5/2024,East,In-store,CUST_7364,New,SP_5514,Fixed Amount,Defective,ORD_26422,Cash,,August
3520,Product_3520,Art & Sculpture,26,3784.16,462.55,99.07,3222.5399999999995,8/5/2024,East,Online,CUST_8668,High-value,SP_3548,Fixed Amount,Defective,ORD_66955,Online Payment,,August
3556,Product_3556,Home Decor,12,3607.25,54.46,282,3270.79,8/5/2024,East,In-store,CUST_8476,Frequent,SP_9369,Fixed Amount,Change of Mind,ORD_54423,Online Payment,,August
3585,Product_3585,Art & Sculpture,49,2306.43,161.83,434.21,1710.3899999999999,8/5/2024,North,Online,CUST_9390,Frequent,SP_9959,Percentage,Not as Described,ORD_84434,Credit Card,,August
3645,Product_3645,Home Decor,43,1098.66,43.86,164.02,890.7800000000002,8/5/2024,North,In-store,CUST_2784,High-value,SP_9141,Percentage,Not as Described,ORD_81958,Online Payment,,August
3646,Product_3646,Christmas,49,3345.52,490.31,91.19,2764.02,8/5/2024,East,Online,CUST_2464,Frequent,SP_8050,Fixed Amount,Not as Described,ORD_45025,Cash,,August
3659,Product_3659,Home Decor,13,2525.41,75.94,469.93,1979.5399999999997,8/5/2024,North,In-store,CUST_8027,Frequent,SP_8926,Percentage,Not as Described,ORD_73483,Cash,,August
3664,Product_3664,Home Decor,34,3414.28,232.91,316.95,2864.4200000000005,8/5/2024,North,Online,CUST_2566,New,SP_5384,Percentage,Not as Described,ORD_58044,Cash,,August
3678,Product_3678,Home Decor,32,4627.1,476.2,420.19,3730.7100000000005,8/5/2024,East,In-store,CUST_7328,Frequent,SP_6468,Fixed Amount,Change of Mind,ORD_88029,Online Payment,,August
3688,Product_3688,Basket,47,4756.78,177.64,302.59,4276.549999999999,8/5/2024,South,Online,CUST_4103,New,SP_2671,Percentage,Defective,ORD_50889,Online Payment,,August
3694,Product_3694,Art & Sculpture,41,2253.56,360.78,34.24,1858.54,8/5/2024,South,Online,CUST_2326,Frequent,SP_6770,Fixed Amount,Not as Described,ORD_34383,Cash,,August
3712,Product_3712,Christmas,16,1800.72,281.37,419.86,1099.4899999999998,8/5/2024,West,In-store,CUST_4594,Frequent,SP_8245,Percentage,Defective,ORD_86050,Credit Card,,August
3724,Product_3724,Home Decor,19,3540.32,289.26,194.15,3056.9100000000003,8/5/2024,East,Online,CUST_1940,New,SP_9696,Fixed Amount,Change of Mind,ORD_40680,Cash,,August
3731,Product_3731,Christmas,7,1678.19,479.31,32.21,1166.67,8/5/2024,West,In-store,CUST_8740,High-value,SP_5147,Percentage,Defective,ORD_48808,Online Payment,,August
3745,Product_3745,Basket,48,2554.11,290.41,360.87,1902.8300000000004,8/5/2024,West,Online,CUST_9590,Frequent,SP_1635,Percentage,Not as Described,ORD_73556,Cash,,August
3746,Product_3746,Christmas,38,3924.67,205.85,475.43,3243.3900000000003,8/5/2024,North,Online,CUST_4995,Frequent,SP_9577,Percentage,-,ORD_10327,Credit Card,,August
3781,Product_3781,Art & Sculpture,8,1059.35,400.24,296.46,362.6499999999999,8/5/2024,East,In-store,CUST_6053,Frequent,SP_8671,Fixed Amount,Not as Described,ORD_53767,Cash,,August
3809,Product_3809,Basket,8,2849.36,355.83,107.32,2386.21,8/5/2024,South,In-store,CUST_1542,New,SP_5757,Percentage,Not as Described,ORD_62013,Cash,,August
3836,Product_3836,Home Decor,25,1268.56,429.3,497.32,341.94,8/5/2024,South,In-store,CUST_6612,New,SP_5404,Percentage,-,ORD_42242,Credit Card,,August
3837,Product_3837,Christmas,13,3343.33,29.25,412.9,2901.18,8/5/2024,East,Online,CUST_3922,High-value,SP_9219,Percentage,-,ORD_92185,Credit Card,,August
3850,Product_3850,Basket,37,3517.53,287.8,215.1,3014.63,8/5/2024,West,In-store,CUST_1863,High-value,SP_6602,Percentage,-,ORD_28245,Online Payment,,August
3914,Product_3914,Basket,10,3715.3,466.7,218.63,3029.9700000000003,8/5/2024,East,Online,CUST_8020,High-value,SP_2651,Percentage,Defective,ORD_14925,Credit Card,,August
3923,Product_3923,Christmas,15,4295.13,17.54,244.34,4033.25,8/5/2024,West,In-store,CUST_3077,New,SP_7035,Percentage,Defective,ORD_66275,Online Payment,,August
3998,Product_3998,Home Decor,15,4806.5,348.78,194.73,4262.990000000001,8/5/2024,East,In-store,CUST_2654,High-value,SP_3608,Percentage,Change of Mind,ORD_16835,Online Payment,,August
4000,Product_4000,Basket,41,3490.38,408,231.89,2850.4900000000002,8/5/2024,North,In-store,CUST_4633,High-value,SP_2593,Percentage,-,ORD_67183,Online Payment,,August
4004,Product_4004,Art & Sculpture,26,1264.14,463.63,387.98,412.5300000000001,8/5/2024,West,Online,CUST_7128,New,SP_7428,Percentage,-,ORD_64385,Credit Card,,August
4103,Product_4103,Home Decor,41,1192.61,240.73,163.57,788.31,8/5/2024,South,In-store,CUST_2622,New,SP_3470,Fixed Amount,Change of Mind,ORD_39171,Online Payment,,August
4118,Product_4118,Christmas,20,3787.36,103.93,383.83,3299.6000000000004,8/5/2024,East,In-store,CUST_3197,New,SP_6024,Percentage,-,ORD_76411,Credit Card,,August
4216,Product_4216,Christmas,49,2959.54,340.84,244.64,2374.06,8/5/2024,South,Online,CUST_4348,Frequent,SP_7684,Percentage,Defective,ORD_16943,Cash,,August
4295,Product_4295,Art & Sculpture,28,3928,82.63,484.69,3360.68,8/5/2024,West,Online,CUST_1287,High-value,SP_8140,Percentage,Change of Mind,ORD_92549,Online Payment,,August
4313,Product_4313,Art & Sculpture,30,4471.78,100.77,248.91,4122.099999999999,8/5/2024,South,Online,CUST_7307,New,SP_4554,Fixed Amount,Not as Described,ORD_77740,Cash,,August
4399,Product_4399,Christmas,38,1133.25,375.79,452.7,304.76000000000005,8/5/2024,West,Online,CUST_7347,High-value,SP_2482,Fixed Amount,Defective,ORD_46158,Cash,,August
4435,Product_4435,Art & Sculpture,43,4690.03,120.23,303.77,4266.030000000001,8/5/2024,East,Online,CUST_5275,Frequent,SP_3654,Fixed Amount,Change of Mind,ORD_47780,Credit Card,,August
4444,Product_4444,Christmas,50,3033.67,3.52,451.18,2578.9700000000003,8/5/2024,West,Online,CUST_4051,High-value,SP_8555,Percentage,Change of Mind,ORD_92669,Online Payment,,August
4456,Product_4456,Basket,47,2347.39,323.6,260.91,1762.8799999999999,8/5/2024,North,Online,CUST_8015,Frequent,SP_5226,Fixed Amount,Defective,ORD_12080,Online Payment,,August
4466,Product_4466,Basket,50,1898.39,98.6,190.92,1608.8700000000001,8/5/2024,West,Online,CUST_3624,New,SP_2427,Fixed Amount,Change of Mind,ORD_93433,Cash,,August
4478,Product_4478,Art & Sculpture,41,2654.87,167.97,309.22,2177.6800000000003,8/5/2024,South,Online,CUST_6743,Frequent,SP_1690,Fixed Amount,-,ORD_44591,Online Payment,,August
4536,Product_4536,Christmas,34,4905.94,296.37,148.22,4461.349999999999,8/5/2024,North,Online,CUST_9921,New,SP_1904,Percentage,Defective,ORD_17541,Cash,,August
4554,Product_4554,Art & Sculpture,40,2104.12,254.26,348.19,1501.6699999999998,8/5/2024,South,In-store,CUST_4708,New,SP_6069,Fixed Amount,Defective,ORD_99926,Online Payment,,August
4595,Product_4595,Home Decor,32,1443.47,87.76,120.51,1235.2,8/5/2024,South,In-store,CUST_2733,Frequent,SP_9415,Fixed Amount,Defective,ORD_58338,Cash,,August
4610,Product_4610,Basket,29,2019.87,394.18,339.07,1286.62,8/5/2024,West,Online,CUST_3544,Frequent,SP_9573,Percentage,Not as Described,ORD_16953,Credit Card,,August
4629,Product_4629,Home Decor,19,2793.02,395.58,247.45,2149.9900000000002,8/5/2024,East,In-store,CUST_7391,Frequent,SP_7622,Percentage,Not as Described,ORD_47910,Cash,,August
4646,Product_4646,Basket,6,2263.89,365.61,178.17,1720.1099999999997,8/5/2024,North,In-store,CUST_7265,Frequent,SP_5533,Fixed Amount,-,ORD_23932,Online Payment,,August
4722,Product_4722,Basket,5,2496.55,398.09,465.12,1633.3400000000001,8/5/2024,North,Online,CUST_4190,New,SP_7079,Percentage,Change of Mind,ORD_86022,Online Payment,,August
4737,Product_4737,Home Decor,34,3513.85,296.69,131.13,3086.0299999999997,8/5/2024,South,In-store,CUST_9540,Frequent,SP_2279,Percentage,-,ORD_18492,Online Payment,,August
4777,Product_4777,Art & Sculpture,23,2336.54,484.25,124.63,1727.6599999999999,8/5/2024,South,In-store,CUST_1797,Frequent,SP_2040,Fixed Amount,-,ORD_15231,Cash,,August
4852,Product_4852,Christmas,49,3236.93,34.41,456.34,2746.18,8/5/2024,North,In-store,CUST_9073,High-value,SP_8501,Fixed Amount,Defective,ORD_42532,Credit Card,,August
4937,Product_4937,Basket,11,4178.56,252.77,345.57,3580.2200000000003,8/5/2024,South,Online,CUST_5677,Frequent,SP_6357,Percentage,Change of Mind,ORD_55019,Credit Card,,August
4954,Product_4954,Christmas,48,2172.26,131.35,56.13,1984.7800000000002,8/5/2024,West,In-store,CUST_7516,New,SP_1249,Percentage,Defective,ORD_73767,Cash,,August
4995,Product_4995,Christmas,49,4147.6,304.85,55.07,3787.6800000000003,8/5/2024,West,Online,CUST_3282,High-value,SP_8858,Percentage,Not as Described,ORD_66131,Cash,,August
5015,Product_5015,Home Decor,28,1789.18,270.34,294.14,1224.7000000000003,8/5/2024,North,In-store,CUST_9845,High-value,SP_4116,Fixed Amount,Not as Described,ORD_66250,Online Payment,,August
5040,Product_5040,Christmas,23,2490.09,211.65,280,1998.44,8/5/2024,North,Online,CUST_1054,High-value,SP_6413,Fixed Amount,Defective,ORD_13878,Cash,,August
5054,Product_5054,Home Decor,44,2851.29,25.87,337.22,2488.2,8/5/2024,North,In-store,CUST_2865,Frequent,SP_4693,Fixed Amount,Change of Mind,ORD_75785,Credit Card,,August
5144,Product_5144,Christmas,25,3434.29,375.85,303.14,2755.3,8/5/2024,North,In-store,CUST_8496,High-value,SP_5882,Fixed Amount,-,ORD_24562,Online Payment,,August
5167,Product_5167,Basket,26,2293.73,449.21,75.34,1769.18,8/5/2024,East,In-store,CUST_2811,Frequent,SP_5148,Fixed Amount,Change of Mind,ORD_55912,Credit Card,,August
5168,Product_5168,Home Decor,27,3009.85,292.08,340.42,2377.35,8/5/2024,West,Online,CUST_3035,Frequent,SP_3124,Fixed Amount,Defective,ORD_61195,Online Payment,,August
5196,Product_5196,Art & Sculpture,8,1199.77,432.51,18.97,748.29,8/5/2024,South,Online,CUST_4258,Frequent,SP_4287,Percentage,Not as Described,ORD_78897,Credit Card,,August
5219,Product_5219,Art & Sculpture,13,4480.05,473.76,96.18,3910.11,8/5/2024,West,Online,CUST_7127,New,SP_7784,Percentage,-,ORD_87689,Cash,,August
5224,Product_5224,Art & Sculpture,32,1892.7,323.05,245.49,1324.16,8/5/2024,North,Online,CUST_3934,Frequent,SP_8164,Fixed Amount,Change of Mind,ORD_58987,Cash,,August
5225,Product_5225,Basket,20,4805.64,433.21,373.5,3998.9300000000003,8/5/2024,North,In-store,CUST_5040,Frequent,SP_6179,Fixed Amount,Not as Described,ORD_98750,Cash,,August
5232,Product_5232,Christmas,16,4403.49,383.54,245.04,3774.91,8/5/2024,North,Online,CUST_7246,Frequent,SP_4421,Fixed Amount,Defective,ORD_70685,Credit Card,,August
5296,Product_5296,Art & Sculpture,27,4963.34,347.24,101.54,4514.56,8/5/2024,West,Online,CUST_2978,Frequent,SP_9537,Percentage,Defective,ORD_12949,Credit Card,,August
5437,Product_5437,Art & Sculpture,38,3804.35,288.02,453.09,3063.24,8/5/2024,North,In-store,CUST_8525,High-value,SP_4956,Fixed Amount,Not as Described,ORD_12423,Cash,,August
5465,Product_5465,Home Decor,15,3153.19,16.07,481.65,2655.47,8/5/2024,North,In-store,CUST_3257,High-value,SP_7321,Fixed Amount,-,ORD_59992,Cash,,August
5489,Product_5489,Art & Sculpture,44,4653.07,209.29,378.32,4065.4599999999996,8/5/2024,East,In-store,CUST_3211,High-value,SP_3243,Percentage,-,ORD_79195,Credit Card,,August
5566,Product_5566,Art & Sculpture,6,2373.17,467.36,69.81,1836,8/5/2024,South,Online,CUST_3804,High-value,SP_3152,Fixed Amount,Change of Mind,ORD_69417,Online Payment,,August
5629,Product_5629,Home Decor,14,1567.73,351.78,37.76,1178.19,8/5/2024,North,In-store,CUST_9594,Frequent,SP_1315,Fixed Amount,Not as Described,ORD_42540,Credit Card,,August
5635,Product_5635,Basket,45,2007.02,3.41,160.72,1842.8899999999999,8/5/2024,South,In-store,CUST_4049,High-value,SP_8634,Percentage,Change of Mind,ORD_24700,Online Payment,,August
5645,Product_5645,Christmas,9,1217.25,288.11,150.89,778.25,8/5/2024,West,In-store,CUST_1706,New,SP_7936,Percentage,Change of Mind,ORD_55226,Online Payment,,August
5670,Product_5670,Art & Sculpture,41,1381.45,454.7,442.96,483.79,8/5/2024,East,In-store,CUST_4305,Frequent,SP_3064,Percentage,Not as Described,ORD_68006,Credit Card,,August
5692,Product_5692,Art & Sculpture,33,2759.77,66.6,463.44,2229.73,8/5/2024,North,In-store,CUST_1826,New,SP_2719,Percentage,Change of Mind,ORD_14021,Cash,,August
5699,Product_5699,Christmas,29,1830.51,444.55,117.59,1268.3700000000001,8/5/2024,North,In-store,CUST_4992,High-value,SP_7332,Fixed Amount,-,ORD_27899,Credit Card,,August
5718,Product_5718,Home Decor,27,2812.31,379.91,460.61,1971.79,8/5/2024,West,In-store,CUST_1698,High-value,SP_9679,Fixed Amount,Not as Described,ORD_26179,Online Payment,,August
5747,Product_5747,Basket,38,2870.66,427.28,124.87,2318.51,8/5/2024,East,Online,CUST_8287,Frequent,SP_6047,Fixed Amount,Not as Described,ORD_34121,Credit Card,,August
5769,Product_5769,Art & Sculpture,41,2166.35,275.08,495.75,1395.52,8/5/2024,West,Online,CUST_6671,Frequent,SP_7798,Percentage,Defective,ORD_46799,Cash,,August
5794,Product_5794,Basket,38,1272.75,12.01,67.89,1192.85,8/5/2024,West,Online,CUST_5666,High-value,SP_9564,Fixed Amount,-,ORD_40346,Credit Card,,August
5799,Product_5799,Home Decor,45,1177.91,259.07,166.6,752.2400000000001,8/5/2024,South,Online,CUST_5603,New,SP_6030,Percentage,Change of Mind,ORD_71767,Online Payment,,August
5871,Product_5871,Art & Sculpture,16,2653.66,233.85,18.95,2400.86,8/5/2024,West,In-store,CUST_9116,High-value,SP_1812,Fixed Amount,Defective,ORD_29647,Cash,,August
5883,Product_5883,Art & Sculpture,6,1958.19,213.69,129.1,1615.4,8/5/2024,North,In-store,CUST_3272,Frequent,SP_8433,Fixed Amount,Defective,ORD_89143,Credit Card,,August
5893,Product_5893,Home Decor,5,4350.93,287.48,293.81,3769.6400000000003,8/5/2024,South,In-store,CUST_7334,New,SP_1591,Fixed Amount,-,ORD_73835,Cash,,August
5925,Product_5925,Home Decor,25,2977.62,248.14,167.69,2561.79,8/5/2024,North,In-store,CUST_6059,New,SP_7888,Fixed Amount,Defective,ORD_96949,Credit Card,,August
5941,Product_5941,Basket,36,3437.08,38.94,77.05,3321.0899999999997,8/5/2024,North,Online,CUST_6611,Frequent,SP_8012,Percentage,Not as Described,ORD_17195,Online Payment,,August
5963,Product_5963,Art & Sculpture,44,1255.21,406.48,258.99,589.74,8/5/2024,East,In-store,CUST_1349,Frequent,SP_1571,Fixed Amount,Not as Described,ORD_40416,Credit Card,,August
5968,Product_5968,Home Decor,23,2048.5,155.47,441.15,1451.88,8/5/2024,North,Online,CUST_2462,High-value,SP_2439,Percentage,-,ORD_28625,Online Payment,,August
6029,Product_6029,Home Decor,15,2076.27,496.09,158.69,1421.49,8/5/2024,North,In-store,CUST_9775,Frequent,SP_9054,Fixed Amount,Not as Described,ORD_48172,Online Payment,,August
6032,Product_6032,Christmas,11,2255.95,389.26,205.26,1661.4299999999998,8/5/2024,East,In-store,CUST_7525,High-value,SP_8388,Percentage,Not as Described,ORD_46181,Cash,,August
6089,Product_6089,Basket,29,2248.06,32.7,435.34,1780.0200000000002,8/5/2024,South,In-store,CUST_6305,New,SP_6080,Percentage,-,ORD_38511,Online Payment,,August
6100,Product_6100,Christmas,48,2975.33,204.66,211.93,2558.7400000000002,8/5/2024,East,In-store,CUST_5987,New,SP_9132,Percentage,Change of Mind,ORD_59008,Credit Card,,August
6132,Product_6132,Home Decor,23,4047.75,105.09,85.79,3856.87,8/5/2024,East,In-store,CUST_5522,High-value,SP_2866,Fixed Amount,-,ORD_46090,Cash,,August
6147,Product_6147,Christmas,6,2941.49,87.61,345.72,2508.16,8/5/2024,North,Online,CUST_6599,High-value,SP_4494,Percentage,Defective,ORD_16275,Cash,,August
6156,Product_6156,Art & Sculpture,37,4414.34,286.23,235.64,3892.4700000000007,8/5/2024,South,Online,CUST_6977,Frequent,SP_3444,Fixed Amount,Defective,ORD_58051,Cash,,August
6204,Product_6204,Basket,27,2256.32,246.81,254.85,1754.6600000000003,8/5/2024,North,Online,CUST_4751,New,SP_5618,Fixed Amount,Change of Mind,ORD_14144,Online Payment,,August
6205,Product_6205,Christmas,10,4690.81,153.85,107.66,4429.3,8/5/2024,West,Online,CUST_2573,Frequent,SP_2333,Fixed Amount,Defective,ORD_43933,Cash,,August
6213,Product_6213,Home Decor,30,1236.28,455.49,221.7,559.0899999999999,8/5/2024,South,Online,CUST_5077,New,SP_2868,Percentage,Change of Mind,ORD_54391,Cash,,August
6241,Product_6241,Home Decor,19,2531.67,336.11,204.18,1991.3799999999999,8/5/2024,South,Online,CUST_4043,High-value,SP_1659,Percentage,Not as Described,ORD_94541,Cash,,August
6319,Product_6319,Art & Sculpture,32,3337.95,219.53,218.83,2899.5899999999997,8/5/2024,East,In-store,CUST_5975,Frequent,SP_8259,Percentage,-,ORD_85230,Credit Card,,August
